osm_id,code,fclass,name_business,geometry,street_name
11944983987,2511,convenience,West Green Mini Mart,POINT (-0.0959774999999987 51.586768),West Green Road
11944983989,2602,atm,,POINT (-0.0960923000000001 51.5867697),West Green Road
11944983990,2501,supermarket,Cudi Food Centre,POINT (-0.0962494000000009 51.5868368),West Green Road
11944983992,2561,hairdresser,Brother's Unisex Saloon,POINT (-0.0952824000000016 51.58653999999999),West Green Road
11944983995,2561,hairdresser,One Love Barber Salon,POINT (-0.0950177999999996 51.586442599999984),West Green Road
11944983996,2529,beauty_shop,Tracy's Nails,POINT (-0.0949494000000001 51.586420499999996),West Green Road
11944983998,2301,restaurant,Durak Tantuni,POINT (-0.0948314000000015 51.586381700000004),Vincent Road
11944984007,2602,atm,,POINT (-0.0923524000000012 51.5859954),West Green Road
11944984021,2561,hairdresser,Kristal Barber,POINT (-0.0919931000000003 51.58598299999999),West Green Road
11944984037,2303,cafe,Rose Cafe,POINT (-0.0916315000000004 51.5859821),Etherley Road
11944984038,2561,hairdresser,EZ Hair & Beauty,POINT (-0.0915657999999989 51.585984800000006),West Green Road
11945112866,2511,convenience,Aragon Convenience Store,POINT (-0.0910159 51.5860394),West Green Road
11945115770,2121,dentist,West Green Dental Practice,POINT (-0.0905449999999997 51.5860862),Abbotsford Avenue
11945115773,2302,fast_food,Perfect Chicken and Pizza,POINT (-0.0906299000000008 51.5863317),West Green Road
11945115779,2301,restaurant,Mo's Grill House,POINT (-0.0904743000000011 51.5863519),West Green Road
11945115783,2511,convenience,Green Food Centre,POINT (-0.0898045000000014 51.586425000000006),
11945115815,2303,cafe,Perkyn's,POINT (-0.0902579999999991 51.5861199),Abbotsford Avenue
11945115818,2302,fast_food,Yard Sale Pizza,POINT (-0.0900896000000006 51.586139599999996),West Green Road
11945115820,2302,fast_food,Greedy Fish & Chips,POINT (-0.0899166999999995 51.5861589),West Green Road
11945115821,2301,restaurant,Uludag Restaurant,POINT (-0.0898277999999996 51.58617159999999),West Green Road
11945115822,2511,convenience,International Food Centre,POINT (-0.0897425000000004 51.586182400000006),West Green Road
11945115824,2561,hairdresser,Simply U,POINT (-0.0895738000000004 51.58620729999999),West Green Road
11945115826,2544,furniture_shop,Home Furniture Ltd,POINT (-0.0894917000000011 51.58621659999999),La Rose Lane
11945158345,2602,atm,,POINT (-0.0840020999999999 51.5857367),West Green Road
11945158360,2511,convenience,West Green Road Mini Market,POINT (-0.0818370000000001 51.585132800000004),West Green Road
11945158361,2302,fast_food,Marmaris,POINT (-0.0817638999999995 51.58512929999999),West Green Road
11945166960,2529,beauty_shop,Touch Hair & Beauty,POINT (-0.4816798000000004 51.54678869999999),Chequers Square
11945166961,2561,hairdresser,Memo Barber,POINT (-0.4819045000000008 51.54670519999999),Pantile Walk
11945166962,2512,clothes,,POINT (-0.4812782000000002 51.5465417),Mercer Walk
11945166964,2512,clothes,Sapphire,POINT (-0.4810694000000008 51.5462942),Market Square
11945166965,2516,butcher,Reggies,POINT (-0.4811446 51.546261),Market Square
11945166966,2544,furniture_shop,LA Furniture,POINT (-0.4812820000000012 51.54678200000001),Mercer Walk
11945166967,2512,clothes,Who's Next,POINT (-0.4805082000000013 51.546082299999995),Market Mall
11945166968,2512,clothes,Pop the Look,POINT (-0.4805672999999999 51.5462691),Market Mall
11945184470,2525,mobile_phone_shop,Solutions,POINT (-0.480821400000001 51.54632519999999),Market Square
11945184473,2529,beauty_shop,Salon Express UK,POINT (-0.4817451000000013 51.5465563),Pantile Walk
11945274005,2301,restaurant,Mikuly,POINT (-0.0782876000000002 51.585059599999994),Kirkton Road
11945274006,2525,mobile_phone_shop,Fargodo Phone Centre and Internet,POINT (-0.0782042000000006 51.5850353),West Green Road
11945274013,2602,atm,,POINT (-0.0779341999999994 51.584976600000005),West Green Road
11945274020,2301,restaurant,Belle Congolaise,POINT (-0.0779488000000005 51.5849424),West Green Road
11945274021,2501,supermarket,4th Gardens Groceries & Takeaway,POINT (-0.0780300000000008 51.5849934),West Green Road
11945274022,2561,hairdresser,Classic Mens Hair Lines,POINT (-0.0780830000000012 51.585012199999994),West Green Road
11945307746,2561,hairdresser,,POINT (-0.0766557000000008 51.5847401),West Green Road
11945307748,2511,convenience,Waakye Joint,POINT (-0.0764474000000011 51.58466799999999),West Green Road
11945307749,2301,restaurant,Top Class Caribbean Grill,POINT (-0.0763770000000005 51.584649799999994),West Green Road
11945307750,2502,bakery,Uncle John's Bakery,POINT (-0.0763067000000001 51.584630499999996),West Green Road
11945307754,2567,travel_agent,Dawling Travel,POINT (-0.0760944999999994 51.5845552),West Green Road
11945356076,2305,bar,True Craft,POINT (-0.0757745000000008 51.58448449999999),
11945356079,2529,beauty_shop,Tom Nails,POINT (-0.0760554000000008 51.5843177),West Green Road
11945356080,2501,supermarket,West Green Supermarket,POINT (-0.0761711000000016 51.584350099999995),West Green Road
11945356081,2561,hairdresser,Bab-Zee Salon,POINT (-0.0762767999999994 51.5843939),West Green Road
11945356082,2516,butcher,West Green Butchers,POINT (-0.076344200000002 51.58441819999999),West Green Road
11945356083,2511,convenience,Ben's Off Licence,POINT (-0.0764115999999995 51.58444),West Green Road
11945356085,2301,restaurant,The Bash,POINT (-0.0766520999999999 51.584515299999985),West Green Road
11945356086,2301,restaurant,Makimayo,POINT (-0.0767619999999993 51.5845538),West Green Road
11945356087,2301,restaurant,Tiwa-n-Tiwa,POINT (-0.0768320000000005 51.5845813),West Green Road
11945356088,2561,hairdresser,Beauty's House,POINT (-0.0769045000000001 51.5845993),West Green Road
11945356089,2529,beauty_shop,Dream Nails,POINT (-0.0769680999999998 51.58462229999999),West Green Road
11945356090,2561,hairdresser,Nice Cut,POINT (-0.0770422000000016 51.584646299999996),West Green Road
11945356092,2511,convenience,Saeedi Supermarket,POINT (-0.0772443000000002 51.584716400000005),West Green Road
11945356093,2301,restaurant,Os Amigos,POINT (-0.0773167 51.584739400000004),West Green Road
11945356094,2302,fast_food,Tasters,POINT (-0.0773868000000015 51.5847599),Anchor Drive
11945358214,2512,clothes,CF Styles,POINT (-0.0756737999999989 51.5844208),
